type,title,content
faq,Please explain: 41.	Who provides legal aid?,"Legal aid providers include Panel Lawyers, Legal Aid Defence Counsels and Paralegal Volunteers, who are empanelled with the Legal Services Institutions. These persons are neither government lawyers/ agents or public servants."
faq,What is the procedure for: 56.	what is the procedure adopted after a person submits an application for legal aid with the legal services institutions??,"Legal aid is provided to the entitled persons through legal services authorities existing from the National to Taluka levels including the NALSA, State Legal Services Authorities, District Legal Services Authorities, Taluka Legal Services Committees, Supreme Court Legal Services Committee and High Court Legal Services Committees. If, however, an application or request for legal aid is received by NALSA, NALSA forwards the same to the concerned Legal Services Institution. Once the application is submitted with the proper authority, it would be perused by the concerned Legal Services Institution as to what action is needed upon the same. The information about the next step on the application would then be sent to the parties concerned. The action taken on an application received would vary from providing counselling/advice to the parties, providing a lawyer to represent them in the court, etc."
faq,Legal guidance needed: 53.	Can Legal Services Institutions assist individuals facing discrimination based on caste or religion?,"Under Section 12 (a) of the Legal Services Authorities Act, 1987, a member of a Scheduled Caste or Scheduled Tribe is entitled to seek free legal aid. Such persons can approach their nearest Legal Services Institution or visit Legal Services Clinics to avail free legal aid."
faq,What rights do children have under Indian law?,"Children have rights to education, protection, and development under various laws."
faq,What is the procedure for: 38. is a victim or a complainant who is aggrieved by an order of a court entitled to grant of free legal aid??,"Yes, if he meets the eligibility criteria of Section 12 of the Legal Services Authorities Act, 1987."
faq,"Please explain: 25. Is a person who is in custody, including custody in a protective home or in a psychiatric hospital or psychiatric nursing home eligible for free legal aid?","Yes. Section 12 of the Legal Services Authorities Act, 1987 provides for the same."
faq,Legal guidance needed: 29. Does NALSA have any specific schemes for different categories of legal aid beneficiaries?,"Yes. NALSA has several Preventive & Strategic Legal Services Schemes, the compendium of which is available at https://nalsa.gov.in/acts-rules/preventive-strategic-legal-services-schemes . The list of schemes is as under:NALSA (Legal Services to Disaster Victims through Legal Services Authorities) Scheme, 2010;NALSA (Victims of Trafficking and Commercial Sexual Exploitation) Scheme, 2015;NALSA (Legal Services to the Workers in the Unorganised Sector) Scheme, 2015;NALSA (Child Friendly Legal Services to Children and their Protection) Scheme, 2015;NALSA (Legal Services to the Mentally Ill and Mentally Disabled Persons) Scheme, 2015;NALSA (Effective Implementation of Poverty Alleviation) Scheme, 2015;NALSA (Protection and Enforcement of Tribal Rights) Scheme, 2015;NALSA (Legal Services to the Victims of Drug Abuse and Eradication of Drug Menace) Scheme, 2015;NALSA (Legal Services to Senior Citizens) Scheme, 2016;NALSA (Legal Services to Victims of Acid Attacks) Scheme, 2016;NALSA’s Compensation Scheme for Women Victims/Survivors of Sexual Assault/other Crimes, 2018;Early Access to Justice at Pre-Arrest, Arrest and Remand Stag"
faq,"What is the procedure for: 46.	can legal services institutions under the legal services authorities act, 1987, assist with matters related to family disputes and domestic violence??","Yes, even in matrimonial cases, legal aid is provided."
faq,How do I get bail in India?,You must apply for bail through your advocate. Courts may grant bail based on the severity of the offense.
faq,What should I do for: 47.	can legal services institutions under the act provide assistance in accessing justice for victims of sexual harassment or assault??,"Yes. Legal Services Institutions are duty bound to provide legal aid to such categories of persons as well as per Section 12(c) of the Legal Services Authorities Act, 1987. Section 40 of the Protection of Children from Sexual Offences Act, 2012 also provides for the same. NALSA has also come up with a Scheme titled “Compensation Scheme for Women Victims/Survivors of Sexual Assault/other Crimes – 2018”, which has been used as a template by other States to formulate a Scheme for victim compensation. Victims of sexual crimes are paid compensation in terms of the prevailing schemes for victim compensation and the SLSAs are the disbursement authority for the compensation."
